"wk_code","wk_naam","jaar","lbm","afw","fys","onv","soc","vrz","won"
"WK057902","Oudenhof",2018,4.25112214883362,0.148857297689934,-0.00340431631100705,0.0679470927236986,-0.00449216909285488,0.100803693450826,-0.0119970030807287
"WK057902","Oudenhof",2020,4.26426546156082,0.162000610417131,0.00562317062802531,0.067345684010771,-0.00513106454190802,0.10127209669344,-0.00710927637319808
"WK057902","Oudenhof",2022,4.24727144293797,0.145006591794289,0.00603405144878075,0.0527141255305481,-0.00668319893580455,0.096391509773746,-0.00344989602298158
"WK057902","Oudenhof",2024,4.25601345894122,0.153748607797532,0.00445139058616848,0.0645005084680514,-0.00507827625345698,0.0937703785211721,-0.00389539352440342
"WK057903","De Kwaak",2002,4.20028596765798,0.0980211165142907,NA,NA,NA,NA,NA
"WK057903","De Kwaak",2008,4.29506605860296,0.192801207459276,NA,NA,NA,NA,NA
"WK057903","De Kwaak",2012,4.25900184719176,0.156736996048073,NA,NA,NA,NA,NA
"WK057903","De Kwaak",2014,4.26147405533727,0.159209204193584,-0.00136705148832046,0.0635116642679598,0.0282479588923927,0.0583379859949083,0.010478646526643
"WK057903","De Kwaak",2016,4.2380102473376,0.135745396193918,NA,NA,NA,NA,NA
"WK057903","De Kwaak",2018,4.21182898304698,0.109564131903293,-0.012394167784383,0.0658709470726708,0.0256709937544311,0.0124070747233793,0.018009284137194
"WK057903","De Kwaak",2020,4.22880593141669,0.126541080273001,-0.0134238846439757,0.0842224804064585,0.0193433371110116,0.0125964669658715,0.0238026804336346
"WK057903","De Kwaak",2022,4.20276367302126,0.100498821877571,-0.00885463777498606,0.0663232292761268,0.0135974219787695,0.000855498362203289,0.028577310035457
"WK057903","De Kwaak",2024,4.19762312143764,0.0953582702939518,-0.0114580428862305,0.068751154681157,0.0162537590039605,-0.00302650883208859,0.0248379083271532
"WK057904","Oegstgeest Noord",2002,4.04305648788227,-0.0592083632614172,NA,NA,NA,NA,NA
"WK057904","Oegstgeest Noord",2008,4.05694847847881,-0.0453163726648777,NA,NA,NA,NA,NA
"WK057904","Oegstgeest Noord",2012,4.06945189652271,-0.0328129546209701,NA,NA,NA,NA,NA
"WK057904","Oegstgeest Noord",2014,4.16558611299963,0.0633212618559418,-0.00460284894680095,0.060900443028017,-0.00249362384273749,0.000640211757697754,0.00887707985976528
"WK057904","Oegstgeest Noord",2016,4.1588027509459,0.0565378998022194,NA,NA,NA,NA,NA
"WK057904","Oegstgeest Noord",2018,4.16698162422113,0.0647167730774448,-0.0139448201425228,0.0707148733217223,-0.00436422525102063,0.00204006645283901,0.0102708786964267
"WK057904","Oegstgeest Noord",2020,4.17711599994666,0.0748511488029746,-0.00412702666476702,0.0667425991738499,-0.00534644647699552,0.00369874636265209,0.0138832764082349
"WK057904","Oegstgeest Noord",2022,4.17227192190604,0.0700070707623585,-0.00580949078171116,0.064368958726645,-0.00626006431704587,0.00206284862505205,0.0156448185094182
"WK057904","Oegstgeest Noord",2024,4.19975738708137,0.0974925359376875,-0.00151154585293903,0.0821103671295707,-0.00487654871639252,0.00166368801630647,0.0201065753611415
"WK057905","Oegstgeest West",2002,3.96664163229876,-0.135623218844926,NA,NA,NA,NA,NA
"WK057905","Oegstgeest West",2008,3.99671176409394,-0.105553087049744,NA,NA,NA,NA,NA
"WK057905","Oegstgeest West",2012,4.09907321048994,-0.0031916406537437,NA,NA,NA,NA,NA
"WK057905","Oegstgeest West",2014,4.20869300307889,0.106428151935204,-0.0392908925423448,0.0476446961866589,0.0331301676338809,0.0703903909376015,-0.00544621028059337
"WK057905","Oegstgeest West",2016,4.19098961844138,0.0887247672976901,NA,NA,NA,NA,NA
"WK057905","Oegstgeest West",2018,4.21355037636884,0.11128552522515,-0.0420115977070451,0.0602969686524028,0.0197240233552224,0.0597633233106875,0.0135128076138823
"WK057905","Oegstgeest West",2020,4.22734801017663,0.125083159032946,-0.035728473124974,0.0675689227351906,0.0204141873570575,0.0591349235282376,0.0136935985374337
"WK057905","Oegstgeest West",2022,4.23425360076419,0.1319887496205,-0.0331486866952771,0.0486098387870032,0.0350016898268384,0.0611471743036493,0.0203787333982862
"WK057905","Oegstgeest West",2024,4.2484326385789,0.146167787435217,-0.0188174081329131,0.0441009341457951,0.0475293419930165,0.0497807560228333,0.0235741634064843
"WK058901","Hekendorp",2002,4.13331942926097,0.031054578117287,NA,NA,NA,NA,NA
"WK058901","Hekendorp",2008,4.10935143795386,0.00708658681017671,NA,NA,NA,NA,NA
"WK058901","Hekendorp",2012,4.13794381436697,0.0356789632232879,NA,NA,NA,NA,NA
"WK058901","Hekendorp",2014,4.09218358511371,-0.0100812660299781,-0.0418193382086601,0.077130506679385,0.0811855431237163,-0.17794112272064,0.051363145096221
"WK058901","Hekendorp",2016,4.08176358409444,-0.0205012670492471,NA,NA,NA,NA,NA
"WK058901","Hekendorp",2018,4.08665422458498,-0.0156106265587081,-0.0329252860135873,0.0612730432161176,0.0813329789260264,-0.178188880368451,0.0528975176811862
"WK058901","Hekendorp",2020,4.08403577532529,-0.0182290758183967,-0.0345723741294204,0.0738666367110133,0.071723430444049,-0.174449479441602,0.045202710597563
"WK058901","Hekendorp",2022,4.12504286335431,0.0227780122106289,-0.0265592226123994,0.0883358011846203,0.0745748638646852,-0.175350884450053,0.0617774542237754
"WK058901","Hekendorp",2024,4.15949186366946,0.0572270125257697,-0.0188411889873159,0.0969413288945317,0.0798150118422155,-0.158877274149205,0.0581891349255434
"WK058902","Oudewater",2002,4.10093875138061,-0.00132609976307884,NA,NA,NA,NA,NA
"WK058902","Oudewater",2008,4.12336042457918,0.0210955734354932,NA,NA,NA,NA,NA
"WK058902","Oudewater",2012,4.12884293771439,0.0265780865707084,NA,NA,NA,NA,NA
"WK058902","Oudewater",2014,4.10128016193415,-0.000984689209533665,-0.00347337623620054,0.0405959880384048,0.0260971336830574,-0.084521573353392,0.0203171386585964
"WK058902","Oudewater",2016,4.0858403128921,-0.0164245382515822,NA,NA,NA,NA,NA
"WK058902","Oudewater",2018,4.12357937079915,0.0213145196554649,-0.00728305225433793,0.0528140418468034,0.0231042439749615,-0.0737225320239901,0.0264018181120279
"WK058902","Oudewater",2020,4.12908680040236,0.0268219492586743,-0.00248214773354936,0.0541858331737771,0.0194209036539188,-0.0698088154181594,0.0255061755826869
"WK058902","Oudewater",2022,4.13585918604194,0.0335943348982526,-0.000564904983530421,0.0522794372833992,0.0214686850708488,-0.0692439454616841,0.0296550629892189
"WK058902","Oudewater",2024,4.13534422146656,0.0330793703228741,-0.00770768405541861,0.0569033711783553,0.0191694150067389,-0.0616458768902992,0.0263601450834975
"WK058903","Papekop",2002,4.08129683285173,-0.0209680182919582,NA,NA,NA,NA,NA
"WK058903","Papekop",2008,4.08148215768577,-0.0207826934579103,NA,NA,NA,NA,NA
